sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
cassyl,1,1992-09-27,1995-12-21,3.23224043715847,1074,993,745,7.181867126702031e-4,5.413687074231319e-4,luq
cassyl,2,1995-12-21,2001-06-25,5.50958904109589,993,920,585,5.682980920770194e-4,4.666173059946115e-4,luq
cassyl,3,2001-06-25,2006-08-14,5.136986301369863,920,707,579,4.956551262177844e-4,1.860523640934792e-4,luq
cassyl,4,2006-08-14,2011-11-09,5.237704918032787,707,480,394,4.6672600391782244e-4,1.28237815772948e-4,luq
cassyl,5,2011-11-09,2016-05-20,4.527322404371585,480,354,311,2.7422881824418275e-4,6.977419635798732e-5,luq
cecsch,1,1992-09-27,1995-12-21,3.23224043715847,7904,1421,1337,0.02089169851759557,2.6723049725567655e-4,luq
cecsch,2,1995-12-21,2001-06-25,5.50958904109589,1421,833,33,0.004394976913733278,0.0025331279041690366,luq
cecsch,3,2001-06-25,2006-08-14,5.136986301369863,833,41,27,0.0025356330285350366,4.404325359738276e-5,luq
cecsch,4,2006-08-14,2011-11-09,5.237704918032787,41,9,2,1.1229741271779676e-4,2.015594587242506e-5,luq
cecsch,5,2011-11-09,2016-05-20,4.527322404371585,9,6,0,5.625e-5,3.7500000000000003e-5,luq
ceipen,1,1992-09-27,1995-12-21,3.23224043715847,1,1,1,0,NaN,luq
ceipen,2,1995-12-21,2001-06-25,5.50958904109589,1,0,0,6.25e-6,0,luq
ceipen,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
ceipen,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ceipen,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
chidom,1,1992-09-27,1995-12-21,3.23224043715847,107,135,87,4.147028225329962e-5,9.952867740791909e-5,luq
chidom,2,1995-12-21,2001-06-25,5.50958904109589,135,134,84,6.961885816680683e-5,6.825378251647729e-5,luq
chidom,3,2001-06-25,2006-08-14,5.136986301369863,134,82,74,9.141978533347059e-5,1.2189304711129412e-5,luq
chidom,4,2006-08-14,2011-11-09,5.237704918032787,82,42,38,6.99934484065039e-5,6.3630407642276265e-6,luq
chidom,5,2011-11-09,2016-05-20,4.527322404371585,42,25,23,3.269252102235365e-5,3.4413180023530157e-6,luq
choven,1,1992-09-27,1995-12-21,3.23224043715847,6,6,5,2.0567170141554456e-6,2.0567170141554456e-6,luq
choven,2,1995-12-21,2001-06-25,5.50958904109589,6,5,4,2.6606216031936204e-6,1.3303108015968102e-6,luq
choven,3,2001-06-25,2006-08-14,5.136986301369863,5,6,5,0,NaN,luq
choven,4,2006-08-14,2011-11-09,5.237704918032787,6,7,6,0,NaN,luq
choven,5,2011-11-09,2016-05-20,4.527322404371585,7,7,7,0,NaN,luq
cinmon,1,1992-09-27,1995-12-21,3.23224043715847,5,5,4,2.0846146861511725e-6,2.0846146861511725e-6,luq
cinmon,2,1995-12-21,2001-06-25,5.50958904109589,5,5,5,0,NaN,luq
cinmon,3,2001-06-25,2006-08-14,5.136986301369863,5,2,2,5.1052576297092245e-6,0,luq
cinmon,4,2006-08-14,2011-11-09,5.237704918032787,2,0,0,1.25e-5,0,luq
cinmon,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
cluclu,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
cluclu,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
cluclu,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
cluclu,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
cluclu,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
cocspp,1,1992-09-27,1995-12-21,3.23224043715847,18,22,14,8.415733196406898e-6,1.6831466392813796e-5,luq
cocspp,2,1995-12-21,2001-06-25,5.50958904109589,22,10,8,2.3063899724101658e-5,3.2948428177288083e-6,luq
cocspp,3,2001-06-25,2006-08-14,5.136986301369863,10,4,3,1.3058350109367095e-5,1.8654785870524423e-6,luq
cocspp,4,2006-08-14,2011-11-09,5.237704918032787,4,1,1,5.8136343159409416e-6,0,luq
cocspp,5,2011-11-09,2016-05-20,4.527322404371585,1,1,1,0,NaN,luq
cocswa,1,1992-09-27,1995-12-21,3.23224043715847,14,15,12,4.075068362899485e-6,6.112602544349227e-6,luq
cocswa,2,1995-12-21,2001-06-25,5.50958904109589,15,12,12,3.721100717931192e-6,0,luq
cocswa,3,2001-06-25,2006-08-14,5.136986301369863,12,11,9,4.084714447002085e-6,2.723142964668057e-6,luq
cocswa,4,2006-08-14,2011-11-09,5.237704918032787,11,4,4,1.207469747238422e-5,0,luq
cocswa,5,2011-11-09,2016-05-20,4.527322404371585,4,6,4,0,NaN,luq
corbor,1,1992-09-27,1995-12-21,3.23224043715847,876,833,701,3.647733738568184e-4,2.751433448520002e-4,luq
corbor,2,1995-12-21,2001-06-25,5.50958904109589,833,740,540,3.93901275277449e-4,2.68874590633071e-4,luq
corbor,3,2001-06-25,2006-08-14,5.136986301369863,740,497,455,4.17790089309188e-4,6.156906579293297e-5,luq
corbor,4,2006-08-14,2011-11-09,5.237704918032787,497,294,275,3.3187865947408165e-4,2.840402941444843e-5,luq
corbor,5,2011-11-09,2016-05-20,4.527322404371585,294,190,177,1.9482790432417716e-4,2.1647544924908573e-5,luq
corsul,1,1992-09-27,1995-12-21,3.23224043715847,114,72,58,1.3441973931218237e-4,3.360493482804559e-5,luq
corsul,2,1995-12-21,2001-06-25,5.50958904109589,72,42,20,9.33496605702294e-5,3.9494087164327824e-5,luq
corsul,3,2001-06-25,2006-08-14,5.136986301369863,42,7,6,8.277152501726382e-5,2.2992090282573283e-6,luq
corsul,4,2006-08-14,2011-11-09,5.237704918032787,7,2,2,9.306856482360749e-6,0,luq
corsul,5,2011-11-09,2016-05-20,4.527322404371585,2,0,0,1.25e-5,0,luq
cropoe,1,1992-09-27,1995-12-21,3.23224043715847,18,27,13,1.0775000638285482e-5,3.017000178719935e-5,luq
cropoe,2,1995-12-21,2001-06-25,5.50958904109589,27,29,9,3.050626992365431e-5,3.389585547072701e-5,luq
cropoe,3,2001-06-25,2006-08-14,5.136986301369863,29,24,15,2.1829694607495983e-5,1.4033375104818847e-5,luq
cropoe,4,2006-08-14,2011-11-09,5.237704918032787,24,13,10,2.3088765869118965e-5,4.947592686239779e-6,luq
cropoe,5,2011-11-09,2016-05-20,4.527322404371585,13,10,9,6.3385039964452785e-6,1.5846259991113196e-6,luq
cyrrac,1,1992-09-27,1995-12-21,3.23224043715847,1,2,1,0,NaN,luq
cyrrac,2,1995-12-21,2001-06-25,5.50958904109589,2,4,2,0,NaN,luq
cyrrac,3,2001-06-25,2006-08-14,5.136986301369863,4,1,1,5.912941831850552e-6,0,luq
cyrrac,4,2006-08-14,2011-11-09,5.237704918032787,1,0,0,6.25e-6,0,luq
cyrrac,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
dacexc,1,1992-09-27,1995-12-21,3.23224043715847,296,266,233,1.3202923262896736e-4,6.915816947231623e-5,luq
dacexc,2,1995-12-21,2001-06-25,5.50958904109589,266,195,165,1.3803094943219883e-4,4.0999291910554104e-5,luq
dacexc,3,2001-06-25,2006-08-14,5.136986301369863,195,140,136,8.256217331955267e-5,5.597435479291706e-6,luq
dacexc,4,2006-08-14,2011-11-09,5.237704918032787,140,117,110,3.937460014126042e-5,9.18740669962743e-6,luq
dacexc,5,2011-11-09,2016-05-20,4.527322404371585,117,96,95,3.288176822391162e-5,1.4946258283596192e-6,luq
denarb,1,1992-09-27,1995-12-21,3.23224043715847,126,151,109,3.453160242080065e-5,8.531337068668396e-5,luq
denarb,2,1995-12-21,2001-06-25,5.50958904109589,151,129,83,9.713712238002197e-5,6.571040631589722e-5,luq
denarb,3,2001-06-25,2006-08-14,5.136986301369863,129,106,85,6.288550384110284e-5,3.001353592416272e-5,luq
denarb,4,2006-08-14,2011-11-09,5.237704918032787,106,48,41,1.0988100065551355e-4,1.1833338532132228e-5,luq
denarb,5,2011-11-09,2016-05-20,4.527322404371585,48,29,25,4.025609542560402e-5,7.0010600740180905e-6,luq
drygla,1,1992-09-27,1995-12-21,3.23224043715847,105,82,69,7.993971597946327e-5,2.886711965925062e-5,luq
drygla,2,1995-12-21,2001-06-25,5.50958904109589,82,53,42,5.8604480217065796e-5,1.6116232059693093e-5,luq
drygla,3,2001-06-25,2006-08-14,5.136986301369863,53,29,28,3.8693143364211734e-5,1.5477257345684694e-6,luq
drygla,4,2006-08-14,2011-11-09,5.237704918032787,29,16,15,2.1435793505311274e-5,1.5311281075222338e-6,luq
drygla,5,2011-11-09,2016-05-20,4.527322404371585,16,6,6,1.9478556210418254e-5,0,luq
eugdom,1,1992-09-27,1995-12-21,3.23224043715847,23,29,20,6.083275942659961e-6,1.8249827827979883e-5,luq
eugdom,2,1995-12-21,2001-06-25,5.50958904109589,29,45,23,7.4674339562830155e-6,2.7380591173037724e-5,luq
eugdom,3,2001-06-25,2006-08-14,5.136986301369863,45,45,35,1.3428313153844889e-5,1.3428313153844887e-5,luq
eugdom,4,2006-08-14,2011-11-09,5.237704918032787,45,38,35,1.3176239312363394e-5,3.952871793709018e-6,luq
eugdom,5,2011-11-09,2016-05-20,4.527322404371585,38,30,30,1.2082597079009202e-5,0,luq
eugsta,1,1992-09-27,1995-12-21,3.23224043715847,470,469,416,1.0885022288398299e-4,1.0683447801576109e-4,luq
eugsta,2,1995-12-21,2001-06-25,5.50958904109589,469,411,373,1.1934937051088857e-4,4.7242459160560064e-5,luq
eugsta,3,2001-06-25,2006-08-14,5.136986301369863,411,341,331,1.0599913271725518e-4,1.3249891589656898e-5,luq
eugsta,4,2006-08-14,2011-11-09,5.237704918032787,341,221,214,1.8139257494861587e-4,9.998015942049694e-6,luq
eugsta,5,2011-11-09,2016-05-20,4.527322404371585,221,146,144,1.2469406349002407e-4,3.238806843896729e-6,luq
farocc,1,1992-09-27,1995-12-21,3.23224043715847,168,196,155,2.5839947844526345e-5,8.149522012504463e-5,luq
farocc,2,1995-12-21,2001-06-25,5.50958904109589,196,308,148,6.089031945291852e-5,2.029677315097284e-4,luq
farocc,3,2001-06-25,2006-08-14,5.136986301369863,308,303,266,5.416069178269664e-5,4.771299037999466e-5,luq
farocc,4,2006-08-14,2011-11-09,5.237704918032787,303,289,259,5.588932965087237e-5,3.81063611255948e-5,luq
farocc,5,2011-11-09,2016-05-20,4.527322404371585,289,275,245,6.470913466618821e-5,4.411986454512833e-5,luq
ficame,1,1992-09-27,1995-12-21,3.23224043715847,3,4,2,2.2105279188809813e-6,4.4210558377619626e-6,luq
ficame,2,1995-12-21,2001-06-25,5.50958904109589,4,0,0,2.5e-5,0,luq
ficame,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
ficame,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ficame,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
ficcit,1,1992-09-27,1995-12-21,3.23224043715847,16,13,11,1.0945688007959887e-5,4.378275203183954e-6,luq
ficcit,2,1995-12-21,2001-06-25,5.50958904109589,13,3,2,2.3403354350833306e-5,2.1275776682575735e-6,luq
ficcit,3,2001-06-25,2006-08-14,5.136986301369863,3,1,0,1.875e-5,6.2499999999999995e-6,luq
ficcit,4,2006-08-14,2011-11-09,5.237704918032787,1,1,1,0,NaN,luq
ficcit,5,2011-11-09,2016-05-20,4.527322404371585,1,0,0,6.25e-6,0,luq
ficcra,1,1992-09-27,1995-12-21,3.23224043715847,1,1,1,0,NaN,luq
ficcra,2,1995-12-21,2001-06-25,5.50958904109589,1,1,0,6.25e-6,6.25e-6,luq
ficcra,3,2001-06-25,2006-08-14,5.136986301369863,1,0,0,6.25e-6,0,luq
ficcra,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ficcra,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
ficspp,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
ficspp,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
ficspp,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
ficspp,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ficspp,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
fictri,1,1992-09-27,1995-12-21,3.23224043715847,2,2,2,0,NaN,luq
fictri,2,1995-12-21,2001-06-25,5.50958904109589,2,1,1,1.4776919395788207e-6,0,luq
fictri,3,2001-06-25,2006-08-14,5.136986301369863,1,0,0,6.25e-6,0,luq
fictri,4,2006-08-14,2011-11-09,5.237704918032787,0,2,0,NaN,NaN,luq
fictri,5,2011-11-09,2016-05-20,4.527322404371585,2,1,1,1.7744845381786877e-6,0,luq
gename,1,1992-09-27,1995-12-21,3.23224043715847,6,5,4,4.4210558377619626e-6,2.2105279188809813e-6,luq
gename,2,1995-12-21,2001-06-25,5.50958904109589,5,9,4,1.2403669059770639e-6,6.2018345298853195e-6,luq
gename,3,2001-06-25,2006-08-14,5.136986301369863,9,4,3,1.083044001715149e-5,1.8050733361919151e-6,luq
gename,4,2006-08-14,2011-11-09,5.237704918032787,4,4,3,1.33610167951497e-6,1.33610167951497e-6,luq
gename,5,2011-11-09,2016-05-20,4.527322404371585,4,5,4,0,NaN,luq
guagui,1,1992-09-27,1995-12-21,3.23224043715847,176,156,118,1.279819636552429e-4,8.385025204998672e-5,luq
guagui,2,1995-12-21,2001-06-25,5.50958904109589,156,190,70,1.319813362777425e-4,1.8416000410847793e-4,luq
guagui,3,2001-06-25,2006-08-14,5.136986301369863,190,162,126,9.125308696799687e-5,5.1329861419498235e-5,luq
guagui,4,2006-08-14,2011-11-09,5.237704918032787,162,104,93,1.0179779062719239e-4,1.622863328839299e-5,luq
guagui,5,2011-11-09,2016-05-20,4.527322404371585,104,73,61,7.225734973488166e-5,2.0164841786478602e-5,luq
gutcar,1,1992-09-27,1995-12-21,3.23224043715847,78,73,52,5.7473725890905513e-5,4.642108629650061e-5,luq
gutcar,2,1995-12-21,2001-06-25,5.50958904109589,73,85,47,3.50433620682293e-5,5.1217221484335125e-5,luq
gutcar,3,2001-06-25,2006-08-14,5.136986301369863,85,67,56,4.144938272742061e-5,1.572217965522851e-5,luq
gutcar,4,2006-08-14,2011-11-09,5.237704918032787,67,47,44,3.230472837851349e-5,4.213660223284369e-6,luq
gutcar,5,2011-11-09,2016-05-20,4.527322404371585,47,34,31,2.579820503523111e-5,4.8371634441058325e-6,luq
guaulm,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
guaulm,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
guaulm,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
guaulm,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
guaulm,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
gueval,1,1992-09-27,1995-12-21,3.23224043715847,42,40,35,1.439701909908812e-5,1.0283585070777228e-5,luq
gueval,2,1995-12-21,2001-06-25,5.50958904109589,40,31,25,2.0442293773484416e-5,8.176917509393767e-6,luq
gueval,3,2001-06-25,2006-08-14,5.136986301369863,31,20,17,2.1384361899178987e-5,4.582363264109783e-6,luq
gueval,4,2006-08-14,2011-11-09,5.237704918032787,20,14,14,8.22883397763008e-6,0,luq
gueval,5,2011-11-09,2016-05-20,4.527322404371585,14,10,8,1.01740010988989e-5,3.3913336996329665e-6,luq
henfas,1,1992-09-27,1995-12-21,3.23224043715847,10,7,6,9.136561925358084e-6,2.284140481339521e-6,luq
henfas,2,1995-12-21,2001-06-25,5.50958904109589,7,11,3,6.236323375116867e-6,1.2472646750233735e-5,luq
henfas,3,2001-06-25,2006-08-14,5.136986301369863,11,12,10,1.2638074901345568e-6,2.5276149802691137e-6,luq
henfas,4,2006-08-14,2011-11-09,5.237704918032787,12,7,7,7.334184370109122e-6,0,luq
henfas,5,2011-11-09,2016-05-20,4.527322404371585,7,3,3,7.467355262831815e-6,0,luq
calsqu,1,1992-09-27,1995-12-21,3.23224043715847,18,19,15,6.170151042466337e-6,8.226868056621782e-6,luq
calsqu,2,1995-12-21,2001-06-25,5.50958904109589,19,16,13,7.903937317776313e-6,3.9519686588881564e-6,luq
calsqu,3,2001-06-25,2006-08-14,5.136986301369863,16,11,10,8.74332448080093e-6,1.4572207468001548e-6,luq
calsqu,4,2006-08-14,2011-11-09,5.237704918032787,11,7,7,5.683972244103392e-6,0,luq
calsqu,5,2011-11-09,2016-05-20,4.527322404371585,7,2,2,1.0575552127418488e-5,0,luq
homrac,1,1992-09-27,1995-12-21,3.23224043715847,70,68,53,3.608116989040799e-5,3.18363263738894e-5,luq
homrac,2,1995-12-21,2001-06-25,5.50958904109589,68,51,31,5.64723175063186e-5,3.052557703044249e-5,luq
homrac,3,2001-06-25,2006-08-14,5.136986301369863,51,40,35,2.2524952040348273e-5,7.039047512608836e-6,luq
homrac,4,2006-08-14,2011-11-09,5.237704918032787,40,23,22,2.69669661727677e-5,1.4981647873759833e-6,luq
homrac,5,2011-11-09,2016-05-20,4.527322404371585,23,15,13,1.702072759425293e-5,3.404145518850586e-6,luq
inglau,1,1992-09-27,1995-12-21,3.23224043715847,491,502,369,2.5956091854792396e-4,2.8296395218749086e-4,luq
inglau,2,1995-12-21,2001-06-25,5.50958904109589,502,581,331,2.2842796209997918e-4,3.339590089180982e-4,luq
inglau,3,2001-06-25,2006-08-14,5.136986301369863,581,530,435,1.989194594533197e-4,1.2943389484976282e-4,luq
inglau,4,2006-08-14,2011-11-09,5.237704918032787,530,360,320,3.042103827531592e-4,5.794483481012556e-5,luq
inglau,5,2011-11-09,2016-05-20,4.527322404371585,360,268,255,1.6501540511448785e-4,2.04304787284604e-5,luq
ingver,1,1992-09-27,1995-12-21,3.23224043715847,134,115,91,9.44999078892207e-5,5.2744134635844115e-5,luq
ingver,2,1995-12-21,2001-06-25,5.50958904109589,115,91,40,1.2536810679346155e-4,8.525031261955386e-5,luq
ingver,3,2001-06-25,2006-08-14,5.136986301369863,91,41,38,8.891429754491561e-5,5.032884766693336e-6,luq
ingver,4,2006-08-14,2011-11-09,5.237704918032787,41,11,9,6.441273451743549e-5,4.025795907339718e-6,luq
ingver,5,2011-11-09,2016-05-20,4.527322404371585,11,4,4,1.3766496501455255e-5,0,luq
laepro,1,1992-09-27,1995-12-21,3.23224043715847,128,177,96,6.812641080654008e-5,1.7244497735405457e-4,luq
laepro,2,1995-12-21,2001-06-25,5.50958904109589,177,133,55,2.1146008512383936e-4,1.3519579212835633e-4,luq
laepro,3,2001-06-25,2006-08-14,5.136986301369863,133,66,55,1.3128045865332832e-4,1.851391083572579e-5,luq
laepro,4,2006-08-14,2011-11-09,5.237704918032787,66,21,19,8.728207987292389e-5,3.7141310584222933e-6,luq
laepro,5,2011-11-09,2016-05-20,4.527322404371585,21,7,7,2.8279638004372394e-5,0,luq
lonlat,1,1992-09-27,1995-12-21,3.23224043715847,2,1,0,1.25e-5,6.25e-6,luq
lonlat,2,1995-12-21,2001-06-25,5.50958904109589,1,1,1,0,NaN,luq
lonlat,3,2001-06-25,2006-08-14,5.136986301369863,1,0,0,6.25e-6,0,luq
lonlat,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
lonlat,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
magspl,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
magspl,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
magspl,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
magspl,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
magspl,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
manind,1,1992-09-27,1995-12-21,3.23224043715847,0,1,0,NaN,NaN,luq
manind,2,1995-12-21,2001-06-25,5.50958904109589,1,0,0,6.25e-6,0,luq
manind,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
manind,4,2006-08-14,2011-11-09,5.237704918032787,0,1,0,NaN,NaN,luq
manind,5,2011-11-09,2016-05-20,4.527322404371585,1,0,0,6.25e-6,0,luq
manbid,1,1992-09-27,1995-12-21,3.23224043715847,611,626,526,1.7293877940749756e-4,2.0345738753823242e-4,luq
manbid,2,1995-12-21,2001-06-25,5.50958904109589,626,737,462,2.0988634866135375e-4,3.5194357245044074e-4,luq
manbid,3,2001-06-25,2006-08-14,5.136986301369863,737,702,608,1.6934226541168051e-4,1.2339668952479046e-4,luq
manbid,4,2006-08-14,2011-11-09,5.237704918032787,702,676,608,1.1878547112439679e-4,8.592991528147852e-5,luq
manbid,5,2011-11-09,2016-05-20,4.527322404371585,676,657,601,1.0833218757723043e-4,8.088803339099872e-5,luq
marnob,1,1992-09-27,1995-12-21,3.23224043715847,4,4,3,2.1289503377043774e-6,2.1289503377043774e-6,luq
marnob,2,1995-12-21,2001-06-25,5.50958904109589,4,6,3,1.2718756024829914e-6,3.815626807448974e-6,luq
marnob,3,2001-06-25,2006-08-14,5.136986301369863,6,1,1,1.1042356662201372e-5,0,luq
marnob,4,2006-08-14,2011-11-09,5.237704918032787,1,0,0,6.25e-6,0,luq
marnob,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
matdom,1,1992-09-27,1995-12-21,3.23224043715847,29,21,19,2.222640229133917e-5,4.445280458267834e-6,luq
matdom,2,1995-12-21,2001-06-25,5.50958904109589,21,11,11,1.4534430441894468e-5,0,luq
matdom,3,2001-06-25,2006-08-14,5.136986301369863,11,6,5,9.78226850965883e-6,1.6303780849431384e-6,luq
matdom,4,2006-08-14,2011-11-09,5.237704918032787,6,2,2,7.095511973216268e-6,0,luq
matdom,5,2011-11-09,2016-05-20,4.527322404371585,2,1,1,1.7744845381786877e-6,0,luq
melher,1,1992-09-27,1995-12-21,3.23224043715847,106,98,84,4.6004396135106877e-05,2.927552481324983e-5,luq
melher,2,1995-12-21,2001-06-25,5.50958904109589,98,72,63,4.7200584960235824e-5,1.2137293275489212e-5,luq
melher,3,2001-06-25,2006-08-14,5.136986301369863,72,49,49,3.248063367256627e-5,0,luq
melher,4,2006-08-14,2011-11-09,5.237704918032787,49,38,35,1.9055017638675313e-5,4.083218065430425e-6,luq
melher,5,2011-11-09,2016-05-20,4.527322404371585,38,26,24,2.292365146184588e-5,3.2748073516922687e-6,luq
mictet,1,1992-09-27,1995-12-21,3.23224043715847,83,110,50,7.52839008860998e-5,1.3687981979290873e-4,luq
mictet,2,1995-12-21,2001-06-25,5.50958904109589,110,152,60,7.162308746306975e-5,1.3178648093204834e-4,luq
mictet,3,2001-06-25,2006-08-14,5.136986301369863,152,141,98,7.779870015147806e-5,6.195081678728807e-5,luq
mictet,4,2006-08-14,2011-11-09,5.237704918032787,141,93,73,1.040820737421777e-4,3.061237463005226e-5,luq
mictet,5,2011-11-09,2016-05-20,4.527322404371585,93,67,56,6.160831901000427e-5,1.8315986732703974e-5,luq
mirgar,1,1992-09-27,1995-12-21,3.23224043715847,35,35,34,1.9530337191510232e-6,1.9530337191510232e-6,luq
mirgar,2,1995-12-21,2001-06-25,5.50958904109589,35,36,31,4.765770480619183e-6,5.957213100773978e-6,luq
mirgar,3,2001-06-25,2006-08-14,5.136986301369863,36,32,32,5.100203692704941e-6,0,luq
mirgar,4,2006-08-14,2011-11-09,5.237704918032787,32,26,25,9.207581773619466e-6,1.315368824802781e-6,luq
mirgar,5,2011-11-09,2016-05-20,4.527322404371585,26,20,20,9.149417094988229e-6,0,luq
mirchr,1,1992-09-27,1995-12-21,3.23224043715847,3,3,3,0,NaN,luq
mirchr,2,1995-12-21,2001-06-25,5.50958904109589,3,3,2,1.3303108015968102e-6,1.3303108015968102e-6,luq
mirchr,3,2001-06-25,2006-08-14,5.136986301369863,3,3,3,0,NaN,luq
mirchr,4,2006-08-14,2011-11-09,5.237704918032787,3,2,2,1.3967291754638267e-6,0,luq
mirchr,5,2011-11-09,2016-05-20,4.527322404371585,2,2,2,0,NaN,luq
myrdef,1,1992-09-27,1995-12-21,3.23224043715847,383,373,316,1.382558761209818e-4,1.1762067072979048e-4,luq
myrdef,2,1995-12-21,2001-06-25,5.50958904109589,373,395,251,1.6172740668104858e-4,1.9089136526287702e-4,luq
myrdef,3,2001-06-25,2006-08-14,5.136986301369863,395,353,320,9.914800143981308e-5,4.362512063351775e-5,luq
myrdef,4,2006-08-14,2011-11-09,5.237704918032787,353,289,255,1.3281818244019084e-4,4.60797775812907e-5,luq
myrdef,5,2011-11-09,2016-05-20,4.527322404371585,289,232,219,1.0733399815836248e-4,1.9933456800838746e-5,luq
myrspl,1,1992-09-27,1995-12-21,3.23224043715847,193,205,157,7.463478435972636e-5,9.951304581296847e-5,luq
myrspl,2,1995-12-21,2001-06-25,5.50958904109589,205,251,139,8.724142661353691e-5,1.480460572835778e-4,luq
myrspl,3,2001-06-25,2006-08-14,5.136986301369863,251,226,196,7.374342412658613e-5,4.02236858872288e-5,luq
myrspl,4,2006-08-14,2011-11-09,5.237704918032787,226,168,149,1.0799365619551493e-4,2.664778529499719e-5,luq
myrspl,5,2011-11-09,2016-05-20,4.527322404371585,168,128,123,6.987588306104755e-5,7.76398700678306e-6,luq
ocoglo,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
ocoglo,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
ocoglo,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
ocoglo,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ocoglo,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
ocosin,1,1992-09-27,1995-12-21,3.23224043715847,107,112,77,6.472470723277577e-5,7.55121584382384e-5,luq
ocosin,2,1995-12-21,2001-06-25,5.50958904109589,112,81,44,1.0918580189828747e-4,5.940992162112701e-5,luq
ocosin,3,2001-06-25,2006-08-14,5.136986301369863,81,58,47,5.0896860155012845e-5,1.6466631226621802e-5,luq
ocosin,4,2006-08-14,2011-11-09,5.237704918032787,58,22,19,6.95642557472371e-5,5.351096595941315e-6,luq
ocosin,5,2011-11-09,2016-05-20,4.527322404371585,22,17,16,9.339484791512455e-6,1.5565807985854093e-6,luq
ochpyr,1,1992-09-27,1995-12-21,3.23224043715847,0,0,0,NaN,NaN,luq
ochpyr,2,1995-12-21,2001-06-25,5.50958904109589,0,0,0,NaN,NaN,luq
ochpyr,3,2001-06-25,2006-08-14,5.136986301369863,0,0,0,NaN,NaN,luq
ochpyr,4,2006-08-14,2011-11-09,5.237704918032787,0,0,0,NaN,NaN,luq
ochpyr,5,2011-11-09,2016-05-20,4.527322404371585,0,0,0,NaN,NaN,luq
ocoflo,1,1992-09-27,1995-12-21,3.23224043715847,3,2,2,2.2105279188809813e-6,0,luq
ocoflo,2,1995-12-21,2001-06-25,5.50958904109589,2,1,0,1.25e-5,6.25e-6,luq
ocoflo,3,2001-06-25,2006-08-14,5.136986301369863,1,1,1,0,NaN,luq
ocoflo,4,2006-08-14,2011-11-09,5.237704918032787,1,1,1,0,NaN,luq
ocoflo,5,2011-11-09,2016-05-20,4.527322404371585,1,1,1,0,NaN,luq
